id,price,qty,time
80781851,0.00189300,0.13000000,2020-07-11 12:42:17.101
80781850,0.00189310,2.10000000,2020-07-11 12:42:16.520
80781849,0.00189310,0.17000000,2020-07-11 12:42:15.042
80781848,0.00189310,10.00000000,2020-07-11 12:42:13.817
80781846,0.00189310,93.85000000,2020-07-11 12:42:13.817
80781847,0.00189310,4.44000000,2020-07-11 12:42:13.817
80781845,0.00189310,5.58000000,2020-07-11 12:42:13.565
80781844,0.00189330,0.41000000,2020-07-11 12:42:10.048
80781843,0.00189330,0.83000000,2020-07-11 12:42:08.901
80781842,0.00189330,2.30000000,2020-07-11 12:42:08.842
80781841,0.00189350,2.16000000,2020-07-11 12:42:08.474
80781840,0.00189350,10.00000000,2020-07-11 12:42:08.474
80781839,0.00189360,3.54000000,2020-07-11 12:42:08.065
80781833,0.00189330,4.19000000,2020-07-11 12:42:05.187
80781834,0.00189330,4.10000000,2020-07-11 12:42:05.187
80781830,0.00189370,0.10000000,2020-07-11 12:42:05.187
80781831,0.00189350,0.15000000,2020-07-11 12:42:05.187
80781832,0.00189350,2.23000000,2020-07-11 12:42:05.187
80781835,0.00189320,0.07000000,2020-07-11 12:42:05.187
80781836,0.00189320,0.08000000,2020-07-11 12:42:05.187
80781837,0.00189310,0.18000000,2020-07-11 12:42:05.187
80781838,0.00189310,0.57000000,2020-07-11 12:42:05.187
80781829,0.00189380,0.44000000,2020-07-11 12:42:04.030
